CAMIS,DBA,AIRPORT,BUILDING,CUISINE_DESCRIPTION,INSPECTION_DATE,ACTION,VIOLATION_CODE,VIOLATION_DESCRIPTION,CRITICAL_FLAG,SCORE,GRADE,GRADE_DATE,RECORD_DATE,INSPECTION_TYPE
41346781,16 HANDLES,DLH,153,"Ice Cream, Gelato, Yogurt, Ices",8/15/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,8/15/2016,8/28/2017,Cycle Inspection / Initial Inspection
40551807,"DUNKIN' DONUTS, BASKIN ROBBINS",DTW,3602,Donuts,3/23/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,3/23/2016,8/28/2017,Cycle Inspection / Initial Inspection
40692741,DELIGHT DONUT,DVL,6691,American,6/29/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,11,A,6/29/2017,8/28/2017,Cycle Inspection / Initial Inspection
50033773,HUANG'S GARDEN,COS,1834,Chinese,2/22/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,2/22/2017,8/28/2017,Cycle Inspection / Initial Inspection
50039402,TACOS AL SUADERO,CPR,3757,Spanish,3/27/2017,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,9,A,3/27/2017,8/28/2017,Cycle Inspection / Initial Inspection
41463700,BAR 718,CSG,718,"Bottled beverages, including water, sodas, juices, etc.",4/6/2016,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,10,A,4/6/2016,8/28/2017,Cycle Inspection / Initial Inspection
50055194,BY SUZETTE,CWA,1000S,French,3/27/2017,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,10,A,3/27/2017,8/28/2017,Pre-permit (Operational) / Initial Inspection
50010974,PEAK THAI,DAB,301,Thai,9/9/2014,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,22,B,9/9/2014,8/28/2017,Cycle Inspection / Re-inspection
41644417,CRISP,DAL,3004,Jewish/Kosher,8/24/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,48,C,8/24/2015,8/28/2017,Cycle Inspection / Re-inspection
50013819,BLU  ORCHID RESTAURANT,DBQ,4504,Thai,11/21/2014,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,13,A,11/21/2014,8/28/2017,Pre-permit (Operational) / Re-inspection
40843357,LIGHTHOUSE CAFE RESTAURANT,DEN,7506,American,10/7/2015,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,17,B,10/7/2015,8/28/2017,Cycle Inspection / Re-inspection
40366748,MUNCH TIME DINER,DIK,21,American,8/12/2014,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,7,A,8/12/2014,8/28/2017,Cycle Inspection / Re-inspection
41682774,PICCOLO'S PIZZA,DLG,8774B,Pizza/Italian,2/18/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,10,A,2/18/2016,8/28/2017,Cycle Inspection / Re-inspection
50018952,NORTHSIDE BAKERY,DLH,190,Polish,7/6/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,7/6/2016,8/28/2017,Cycle Inspection / Initial Inspection
50047496,EAST SIDE CAFE,DTW,1150,CafÃ©/Coffee/Tea,9/26/2016,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,8,A,9/26/2016,8/28/2017,Pre-permit (Operational) / Initial Inspection
50001248,PANDA EXPRESS,COU,NKA,Chinese,2/18/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,2/18/2016,8/28/2017,Cycle Inspection / Initial Inspection
41583460,HARDING'S,CPR,32,American,7/10/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,48,C,7/10/2014,8/28/2017,Cycle Inspection / Re-inspection
41059145,DAN'S BAKERY & ROTI HOUSE,CRP,12616,Caribbean,2/15/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10,A,2/15/2017,8/28/2017,Cycle Inspection / Initial Inspection
50018295,CRANBERRY,CRW,2802,American,2/19/2015,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,19,B,2/19/2015,8/28/2017,Pre-permit (Operational) / Re-inspection
41630613,PRET A MANGER,CVG,62,American,7/23/2014,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,5,A,7/23/2014,8/28/2017,Cycle Inspection / Initial Inspection
41270009,FORTY CARROTS,DAY,1000,American,12/22/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,11,A,12/22/2016,8/28/2017,Cycle Inspection / Initial Inspection
41466918,NUEVO MEXICO MEXICAN RESTAURANT,DBQ,489,Mexican,8/9/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,8/9/2017,8/28/2017,Cycle Inspection / Re-inspection
40854101,LORENZOS BAR & GRILL (HILTON GARDEN),DEN,1100,American,6/27/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,6/27/2017,8/28/2017,Cycle Inspection / Re-inspection
41671752,LUCK THAI RESTAURANT,DHN,386,Thai,6/22/2016,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,31,C,6/22/2016,8/28/2017,Cycle Inspection / Re-inspection
41473978,EL TENAMPA RESTAURANT,DLG,9614,Mexican,3/13/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,A,3/13/2017,8/28/2017,Cycle Inspection / Re-inspection
50015159,AKAMI SUSHI,DLH,1771,Japanese,5/15/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,16,B,5/15/2017,8/28/2017,Cycle Inspection / Re-inspection
50036313,NYC HANDCRAFTED,COU,367,American,11/14/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,11/14/2016,8/28/2017,Cycle Inspection / Initial Inspection
41693835,KENNEDY FRIED CHICKEN,CRW,3216,Chicken,5/25/2016,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,13,A,5/25/2016,8/28/2017,Cycle Inspection / Initial Inspection
41169949,DOMINO'S,DAB,592,Pizza,7/5/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,7/5/2017,8/28/2017,Cycle Inspection / Re-inspection
41142467,EMMETT O'LUNNEY'S IRISH PUB,DIK,210,Irish,10/27/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11,A,10/27/2016,8/28/2017,Cycle Inspection / Re-inspection
50002100,KENNEDY FRIED CHICKEN,DLG,667,Chicken,9/8/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,9/8/2014,8/28/2017,Cycle Inspection / Re-inspection
50038549,ANGKOR CAMBODIAN BISTRO,DLH,408,Asian,12/12/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,9,A,12/12/2016,8/28/2017,Cycle Inspection / Initial Inspection
50004374,POK POK NY,DVL,117,Thai,1/21/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,1/21/2017,8/28/2017,Cycle Inspection / Re-inspection
50012352,SUSHI FUSSION,CRW,10543,Jewish/Kosher,6/14/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,12,A,6/14/2017,8/28/2017,Cycle Inspection / Initial Inspection
41194832,CUSTOM BURGERS,CSG,0,American,5/24/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,5/24/2017,8/28/2017,Cycle Inspection / Initial Inspection
40946043,KAM TUNG RESTAURANT,DAL,261,Chinese,3/11/2015,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,12,A,3/11/2015,8/28/2017,Cycle Inspection / Re-inspection
40999727,KGB BAR,DBQ,85,American,9/9/2014,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,19,B,9/9/2014,8/28/2017,Cycle Inspection / Re-inspection
41706664,EASTWOOD,DFW,200,Middle Eastern,5/12/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,5/12/2016,8/28/2017,Cycle Inspection / Re-inspection
